image_ID,CellProfiler,ImageJ,Java,Python
gfp_frame_052_colonyID_004.ome.tif.csv,208.52271586905,-622.321284130947,206.86671586905,206.931852392847
gfp_frame_052_colonyID_005.ome.tif.csv,363.128008907849,-1086.18799109214,361.472008907849,361.587973276446
gfp_frame_052_colonyID_010.ome.tif.csv,676.061769578528,-2025.08623042152,674.405769578527,674.61869126446
gfp_frame_052_colonyID_014.ome.tif.csv,357.335402126663,-1068.81059787333,355.679402126663,355.795793620006
gfp_frame_052_colonyID_017.ome.tif.csv,348.681006376155,-1042.84399362384,347.025006376155,347.137980871529
gfp_frame_052_colonyID_018.ome.tif.csv,325.98561530459,-968.644384695404,321.67361530459,320.985154086225
gfp_frame_052_colonyID_020.ome.tif.csv,250.535900588878,-748.368099411118,248.879900588878,248.952298233361
gfp_frame_052_colonyID_028.ome.tif.csv,373.351086846491,-1116.8649131535,371.695086846491,371.81873946052
gfp_frame_052_colonyID_033.ome.tif.csv,414.062322425219,-1239.00267757477,412.406322425219,412.534032724337
gfp_frame_052_colonyID_044.ome.tif.csv,288.333753075569,-861.777246924426,286.677753075569,286.765740773289
gfp_frame_052_colonyID_050.ome.tif.csv,595.596156965046,-1782.00584303497,593.112156965047,593.297529104877
gfp_frame_052_colonyID_051.ome.tif.csv,489.046286756484,-1463.97571324351,487.390286756484,487.53913973054
gfp_frame_052_colonyID_052.ome.tif.csv,372.903773329122,-1106.19922667087,366.591773329122,366.703680012629
gfp_frame_052_colonyID_056.ome.tif.csv,292.876311529551,-875.410688470445,291.22031152955,291.314065411344
gfp_frame_052_colonyID_062.ome.tif.csv,243.915720932438,-728.506279067558,242.259720932438,242.330837202682
gfp_frame_052_colonyID_064.ome.tif.csv,504.311923149108,-1509.78607685088,502.655923149108,502.818230552669
gfp_frame_052_colonyID_066.ome.tif.csv,557.841042588773,-1670.38795741123,556.18504258877,556.36187223369
gfp_frame_052_colonyID_067.ome.tif.csv,386.522013971237,-1156.37598602876,384.866013971237,384.987958086281
gfp_frame_052_colonyID_071.ome.tif.csv,359.800436032595,-1076.2035639674,358.144436032595,358.258691902207
gfp_frame_052_colonyID_073.ome.tif.csv,464.72121388123,-1390.99878611876,463.06521388123,463.212358356301
gfp_frame_052_colonyID_077.ome.tif.csv,464.867517271824,-1391.43748272817,463.211517271824,463.358448184521
gfp_frame_052_colonyID_088.ome.tif.csv,587.864188339285,-1756.80481166073,584.380188339282,584.560434982162
gfp_frame_052_colonyID_094.ome.tif.csv,408.200783455898,-1221.4142165441,406.544783455898,406.6686496323
gfp_frame_052_colonyID_108.ome.tif.csv,622.877504388353,-1865.51549561167,621.221504388352,621.416486834965
gfp_frame_052_colonyID_109.ome.tif.csv,377.031702985562,-1127.89629701443,375.375702985562,375.488891043308
gfp_frame_052_colonyID_119.ome.tif.csv,266.1978886993,-795.361111300696,264.5418886993,264.621333902096
gfp_frame_052_colonyID_122.ome.tif.csv,744.003175455823,-2228.92582454424,742.347175455824,742.575473632596
gfp_frame_052_colonyID_125.ome.tif.csv,786.421457598955,-2356.19754240111,784.765457598962,785.010627203198
gfp_frame_052_colonyID_132.ome.tif.csv,792.067510989553,-2373.13548901052,790.411510989557,790.656467031416
gfp_frame_052_colonyID_149.ome.tif.csv,613.438690870983,-1837.18730912904,611.78269087098,611.965927387076
gfp_frame_052_colonyID_154.ome.tif.csv,627.68739254378,-1879.93960745625,626.031392543777,626.220822368689
gfp_frame_052_colonyID_160.ome.tif.csv,323.330156421159,-966.778843578836,321.674156421159,321.774530736519
gfp_frame_052_colonyID_191.ome.tif.csv,696.499429750311,-2086.39857024974,694.843429750308,695.055710749119
gfp_frame_052_colonyID_195.ome.tif.csv,322.416369983532,-964.036630016463,320.760369983532,320.859890049399
gfp_frame_052_colonyID_207.ome.tif.csv,411.183252081659,-1230.36674791833,409.527252081659,409.656243755016
gfp_frame_052_colonyID_208.ome.tif.csv,426.181655427249,-1275.37434457274,424.525655427249,424.667033718245
gfp_frame_052_colonyID_210.ome.tif.csv,642.246754388357,-1919.96724561167,638.762754388358,638.957736834961
gfp_frame_052_colonyID_218.ome.tif.csv,624.411970482421,-1870.1210295176,622.755970482421,622.953088552762
gfp_frame_052_colonyID_220.ome.tif.csv,929.501626903635,-2785.49037309649,927.845626903633,928.143119289227
gfp_frame_052_colonyID_224.ome.tif.csv,708.610170392427,-2122.74082960762,706.95417039243,707.176488822768
gfp_frame_052_colonyID_231.ome.tif.csv,315.089547108278,-942.054452891717,313.433547108278,313.531358675161
gfp_frame_052_colonyID_248.ome.tif.csv,412.787019034625,-1231.52098096537,409.303019034626,409.430942896116
gfp_frame_052_colonyID_263.ome.tif.csv,378.634851267763,-1132.71214873223,376.978851267764,377.098446196703
gfp_frame_052_colonyID_271.ome.tif.csv,235.951187026505,-704.614812973491,234.295187026505,234.368438920481
gfp_frame_052_colonyID_282.ome.tif.csv,390.039045345476,-1166.92195465452,388.383045345476,388.499863963566
gfp_frame_052_colonyID_406.ome.tif.csv,848.898778711418,-2539.92422128867,845.586778711427,845.43866386583
gfp_frame_052_colonyID_439.ome.tif.csv,667.036992498782,-1998.00100750126,665.380992498782,665.583022503692
gfp_frame_074_colonyID_004.ome.tif.csv,220.228359087863,-657.438640912133,218.572359087863,218.637922736407
gfp_frame_074_colonyID_125.ome.tif.csv,1038.72370054779,-3113.18029945236,1037.06770054779,1037.38889835678
gfp_frame_077_colonyID_231.ome.tif.csv,349.396338609293,-1044.9816613907,347.740338609293,347.844984172115
gfp_frame_085_colonyID_014.ome.tif.csv,522.74983332089,-1565.09916667911,521.093833320888,521.255500037328
gfp_frame_085_colonyID_017.ome.tif.csv,509.354578257499,-1524.90742174249,507.698578257499,507.854265227494
gfp_frame_085_colonyID_020.ome.tif.csv,396.115819893525,-1185.16018010647,394.459819893525,394.584540319419
gfp_frame_085_colonyID_028.ome.tif.csv,744.175505926159,-2229.45349407391,742.519505926162,742.758482221586
gfp_frame_085_colonyID_044.ome.tif.csv,305.590547108278,-913.557452891717,303.934547108278,304.032358675161
gfp_frame_085_colonyID_064.ome.tif.csv,834.735494805487,-2501.16250519461,833.07949480549,833.347515583629
gfp_frame_085_colonyID_071.ome.tif.csv,607.224108637844,-1818.55189136218,605.568108637845,605.759674086489
gfp_frame_085_colonyID_073.ome.tif.csv,664.864718719632,-1991.49828128041,663.208718719623,663.424843841158
gfp_frame_085_colonyID_100.ome.tif.csv,276.257857325061,-823.476142674934,273.773857325061,273.444428024811
gfp_frame_085_colonyID_108.ome.tif.csv,1012.26066664186,-3033.79333335829,1010.60466664185,1010.92800007457
gfp_frame_085_colonyID_109.ome.tif.csv,654.642424686916,-1952.33757531312,650.158424686917,647.536725939289
gfp_frame_085_colonyID_111.ome.tif.csv,445.48145122276,-1333.26454877723,443.82545122276,443.957646331713
gfp_frame_085_colonyID_132.ome.tif.csv,1191.22559530436,-3570.73040469573,1189.56959530436,1189.93521408701
gfp_frame_085_colonyID_142.ome.tif.csv,669.597082327005,-2005.68191767304,667.941082326999,668.143753019031
gfp_frame_085_colonyID_168.ome.tif.csv,736.607323738026,-2206.74467626204,734.951323738024,735.186028785991
gfp_frame_085_colonyID_189.ome.tif.csv,690.146483140905,-2067.33951685914,688.4904831409,688.702550577339
gfp_frame_085_colonyID_191.ome.tif.csv,964.549874371941,-2890.63212562819,962.89387437194,963.188376884309
gfp_frame_085_colonyID_218.ome.tif.csv,951.637587934313,-2851.89441206582,949.981587934312,950.275236197191
gfp_frame_085_colonyID_224.ome.tif.csv,1173.82215122665,-3518.52284877345,1172.16615122665,1172.53454632014
gfp_frame_085_colonyID_271.ome.tif.csv,372.135697922174,-1113.20230207782,370.479697922174,370.586906233473
gfp_frame_085_colonyID_292.ome.tif.csv,484.546786756484,-1450.47721324351,482.890786756484,483.039639730539
gfp_frame_085_colonyID_406.ome.tif.csv,1389.20640606499,-4157.43259393504,1383.89440606498,1384.33178180506
gfp_frame_085_colonyID_470.ome.tif.csv,1091.0372377543,-3270.14376224583,1089.3812377543,1089.72528673723
gfp_frame_085_colonyID_547.ome.tif.csv,148.925414241259,-443.510585758739,147.269414241258,147.315757276222
gfp_frame_085_colonyID_571.ome.tif.csv,125.117372740244,-372.079627259755,123.461372740243,123.500881779268
gfp_frame_085_colonyID_577.ome.tif.csv,701.016364470143,-2099.95663552991,699.360364470138,699.579906589631
