image_ID,CellProfiler,ImageJ,Java,Python
gfp_frame_007_colonyID_064.ome.tif.csv,323.416273329122,-967.048726670873,321.760273329122,321.872180012629
gfp_frame_018_colonyID_017.ome.tif.csv,299.142794576584,-894.211205423411,297.486794576584,297.581616270243
gfp_frame_018_colonyID_020.ome.tif.csv,175.672615914053,-523.758384085944,174.016615914053,174.069152257837
gfp_frame_018_colonyID_028.ome.tif.csv,280.403281918114,-837.977718081882,278.747281918113,278.827154245655
gfp_frame_018_colonyID_031.ome.tif.csv,179.206832008121,-534.363167991877,177.550832008121,177.605503975636
gfp_frame_018_colonyID_033.ome.tif.csv,366.532702985562,-1096.39929701443,364.876702985562,364.989891043308
gfp_frame_018_colonyID_039.ome.tif.csv,1057.85097256414,-3170.567027436,1056.19497256414,1056.52108230772
gfp_frame_018_colonyID_041.ome.tif.csv,199.920067586848,-596.506932413149,198.264067586848,198.322797239452
gfp_frame_018_colonyID_044.ome.tif.csv,167.725113382359,-499.912886617638,166.069113382359,166.11865985292
gfp_frame_018_colonyID_046.ome.tif.csv,394.366331783103,-1177.07666821689,392.710331783103,390.000004650685
gfp_frame_018_colonyID_049.ome.tif.csv,121.048940552109,-359.870059447889,119.392940552109,119.428178343671
gfp_frame_018_colonyID_050.ome.tif.csv,390.443989423188,-1168.13401057681,388.787989423189,388.902031730428
gfp_frame_018_colonyID_051.ome.tif.csv,390.478455517256,-1168.23954448274,388.822455517256,388.938633448226
gfp_frame_018_colonyID_055.ome.tif.csv,224.857131104218,-671.329868895779,223.201131104218,223.271606687343
gfp_frame_018_colonyID_064.ome.tif.csv,394.753780924204,-1181.07021907579,393.097780924204,393.218657227382
gfp_frame_018_colonyID_066.ome.tif.csv,428.138346973268,-1281.23865302672,426.482346973267,426.61795908019
gfp_frame_018_colonyID_067.ome.tif.csv,308.262724233024,-921.572275766971,306.606724233024,306.702827300922
gfp_frame_018_colonyID_072.ome.tif.csv,603.060523873011,-1806.06647612701,601.404523873015,601.601428380984
gfp_frame_018_colonyID_073.ome.tif.csv,394.763407190051,-1172.61659280994,390.279407190051,387.573778429841
gfp_frame_018_colonyID_076.ome.tif.csv,133.53015917787,-397.318840822128,131.87415917787,131.914522466387
gfp_frame_018_colonyID_077.ome.tif.csv,409.42495804895,-1225.08204195104,407.76895804895,407.888125853143
gfp_frame_018_colonyID_088.ome.tif.csv,352.697787750394,-1054.8892122496,351.041787750394,351.149636748813
gfp_frame_018_colonyID_100.ome.tif.csv,133.651088834311,-397.682911165688,131.995088834311,132.036733497066
gfp_frame_018_colonyID_103.ome.tif.csv,396.727907190051,-1186.99409280994,395.071907190051,395.194278429841
gfp_frame_018_colonyID_108.ome.tif.csv,542.644338384282,-1624.78866161572,540.988338384278,541.15598484716
gfp_frame_018_colonyID_109.ome.tif.csv,313.046690327091,-933.926309672903,310.390690327092,310.48892901872
gfp_frame_018_colonyID_122.ome.tif.csv,507.363420617413,-1518.93757938258,505.707420617413,505.866738147751
gfp_frame_018_colonyID_125.ome.tif.csv,481.339893537671,-1440.85610646232,479.683893537671,479.83231938698
gfp_frame_018_colonyID_129.ome.tif.csv,558.392790057079,-1672.04020994293,556.736790057077,556.910629828772
gfp_frame_018_colonyID_132.ome.tif.csv,713.127201766671,-2136.28679823339,711.471201766662,711.688394700052
gfp_frame_018_colonyID_140.ome.tif.csv,346.112324188021,-1035.13367581197,344.456324188021,344.565027435932
gfp_frame_018_colonyID_142.ome.tif.csv,368.592792813782,-1102.58020718621,366.936792813782,367.050621558648
gfp_frame_018_colonyID_148.ome.tif.csv,305.746168310737,-911.949831689258,303.262168310737,302.941495067784
gfp_frame_018_colonyID_149.ome.tif.csv,519.336296883262,-1554.85770311673,517.68029688326,517.841109350209
gfp_frame_018_colonyID_154.ome.tif.csv,414.882086846491,-1232.9739131535,410.398086846491,407.69373946052
gfp_frame_018_colonyID_160.ome.tif.csv,273.792264965147,-816.489735034849,271.308264965147,271.389205104554
gfp_frame_018_colonyID_167.ome.tif.csv,527.318265509025,-1578.80873449097,525.662265509023,525.828203472923
gfp_frame_018_colonyID_173.ome.tif.csv,197.834104024475,-590.249895975522,196.178104024475,196.237687926572
gfp_frame_018_colonyID_183.ome.tif.csv,417.139846973267,-1248.24315302673,415.483846973267,415.61945908019
gfp_frame_018_colonyID_185.ome.tif.csv,873.610815149055,-2617.78718485105,871.954815149049,872.221554552946
gfp_frame_018_colonyID_189.ome.tif.csv,322.476709811752,-964.218290188243,320.820709811752,320.920870564739
gfp_frame_018_colonyID_191.ome.tif.csv,603.190367995727,-1804.37063200429,600.706367995726,600.473896012839
gfp_frame_018_colonyID_197.ome.tif.csv,655.219011983445,-1962.54898801659,653.563011983439,653.766964049711
gfp_frame_018_colonyID_204.ome.tif.csv,430.267465644032,-1287.61853435596,428.611465644032,428.739603067896
gfp_frame_018_colonyID_207.ome.tif.csv,340.389066592938,-1016.29893340706,337.905066592939,338.004800221179
gfp_frame_018_colonyID_208.ome.tif.csv,314.391342903789,-939.950657096206,312.735342903789,312.823971288628
gfp_frame_018_colonyID_210.ome.tif.csv,339.164821656327,-1014.28817834367,337.508821656327,337.614535031014
gfp_frame_018_colonyID_212.ome.tif.csv,168.078559991766,-500.973440008232,166.422559991766,166.4723200247
gfp_frame_018_colonyID_218.ome.tif.csv,384.832652126663,-1151.30234787333,383.176652126663,383.293043620006
gfp_frame_018_colonyID_220.ome.tif.csv,776.439738973198,-2326.24726102688,774.783738973197,775.023783080482
gfp_frame_018_colonyID_224.ome.tif.csv,520.11196894462,-1557.17703105537,518.455968944619,518.609093166135
gfp_frame_018_colonyID_231.ome.tif.csv,213.091148057184,-636.030851942812,211.435148057184,211.504555828444
gfp_frame_018_colonyID_232.ome.tif.csv,563.97825361945,-1688.79574638055,562.322253619451,562.495239141653
gfp_frame_018_colonyID_248.ome.tif.csv,289.092714106248,-862.394285893748,286.608714106248,286.692857681252
gfp_frame_018_colonyID_250.ome.tif.csv,935.191085402618,-2802.55191459751,933.535085402616,933.825743792274
gfp_frame_018_colonyID_253.ome.tif.csv,281.558427668621,-841.446572331375,279.902427668621,279.985716994132
gfp_frame_018_colonyID_255.ome.tif.csv,258.103832777013,-771.076167222983,256.447832777013,256.524501668958
gfp_frame_018_colonyID_271.ome.tif.csv,159.613776085833,-475.581223914164,157.957776085833,158.009671742498
gfp_frame_018_colonyID_280.ome.tif.csv,375.161225001916,-1122.28977499808,373.505225001916,373.623324994244
gfp_frame_018_colonyID_282.ome.tif.csv,305.521614920144,-913.346385079851,303.865614920144,303.959155239564
gfp_frame_018_colonyID_288.ome.tif.csv,336.940897063274,-1007.62110293672,335.284897063274,335.39530881017
gfp_frame_018_colonyID_290.ome.tif.csv,480.184997787163,-1437.38800221283,478.528997787163,478.674006638503
gfp_frame_018_colonyID_292.ome.tif.csv,263.241197153282,-786.496802846714,261.585197153281,261.670408540151
gfp_frame_018_colonyID_384.ome.tif.csv,666.31281790573,-1995.83318209431,664.656817905732,664.863546282847
