image_ID,CellProfiler,MaZda,Python
gfp_frame_052_colonyID_191.ome.tif.csv,-282.389831942858,-282.389831450575,564.779663393433
gfp_frame_052_colonyID_195.ome.tif.csv,-605.126535832032,-605.126531166073,1210.2530669981
gfp_frame_052_colonyID_207.ome.tif.csv,-530.190462584359,-530.190459514362,1060.38092209872
gfp_frame_052_colonyID_208.ome.tif.csv,-479.628141078683,-479.628137040434,959.256278119117
gfp_frame_052_colonyID_210.ome.tif.csv,-540.248115579273,-540.248121087,1080.49623666627
gfp_frame_052_colonyID_218.ome.tif.csv,-549.537711774641,-549.537711468143,1099.07542324278
gfp_frame_052_colonyID_220.ome.tif.csv,-650.905702899031,-650.905703224831,1301.81140612386
gfp_frame_052_colonyID_224.ome.tif.csv,-440.166528409849,-440.166530518322,880.333058928171
gfp_frame_052_colonyID_231.ome.tif.csv,-426.383846749289,-427.070336138401,853.454182887691
gfp_frame_052_colonyID_248.ome.tif.csv,-670.481412237126,-670.481431992835,1340.96284422996
gfp_frame_052_colonyID_263.ome.tif.csv,-559.149315591657,-559.149314917719,1118.29863050938
gfp_frame_052_colonyID_271.ome.tif.csv,-700.320942601998,-700.850718732239,1401.17166133424
gfp_frame_052_colonyID_282.ome.tif.csv,-565.965314138292,-565.965311978765,1131.93062611706
gfp_frame_052_colonyID_406.ome.tif.csv,-671.773778341139,-671.773788423002,1343.54756676414
gfp_frame_052_colonyID_439.ome.tif.csv,-583.093947855349,-583.093952702449,1166.1879005578
gfp_frame_074_colonyID_004.ome.tif.csv,-751.793113951554,-751.793112853568,1503.58622680512
gfp_frame_074_colonyID_125.ome.tif.csv,-693.171640480691,-693.17163638954,1386.34327687023
gfp_frame_077_colonyID_231.ome.tif.csv,-482.679958769419,-483.412596067,966.092554836419
gfp_frame_085_colonyID_014.ome.tif.csv,-628.84245544215,-628.842456863702,1257.68491230585
gfp_frame_085_colonyID_017.ome.tif.csv,-584.892711441731,-584.892711155301,1169.78542259703
gfp_frame_085_colonyID_020.ome.tif.csv,-427.4271870987,-427.993464252713,855.420651351413
gfp_frame_085_colonyID_028.ome.tif.csv,-724.599189311002,-724.599193604929,1449.19838291593
gfp_frame_085_colonyID_044.ome.tif.csv,-571.457787260392,-571.457786670184,1142.91557393058
gfp_frame_085_colonyID_064.ome.tif.csv,-584.121129490453,-584.121131804207,1168.24226129466
gfp_frame_085_colonyID_071.ome.tif.csv,-668.032847070158,-668.032846505139,1336.0656935753
gfp_frame_085_colonyID_073.ome.tif.csv,-618.557456353554,-618.557461034963,1237.11491738852
gfp_frame_085_colonyID_100.ome.tif.csv,-397.500501551764,-398.06546403394,795.565965585704
gfp_frame_085_colonyID_108.ome.tif.csv,-665.334340838242,-665.334344037082,1330.66868487532
gfp_frame_085_colonyID_109.ome.tif.csv,-578.724922722199,-578.724927073919,1157.44984979612
gfp_frame_085_colonyID_111.ome.tif.csv,-676.600623224986,-676.600619818484,1353.20124304347
gfp_frame_085_colonyID_132.ome.tif.csv,-584.412413786091,-584.412415985979,1168.82482977207
gfp_frame_085_colonyID_142.ome.tif.csv,-658.695435421841,-658.695438182446,1317.39087360429
gfp_frame_085_colonyID_168.ome.tif.csv,-689.336015485416,-689.336019756951,1378.67203524237
gfp_frame_085_colonyID_189.ome.tif.csv,-526.550137758528,-526.550140681898,1053.10027844043
gfp_frame_085_colonyID_191.ome.tif.csv,-327.686024878838,-327.743926003172,655.429950882009
gfp_frame_085_colonyID_218.ome.tif.csv,-515.594835967341,-515.594834419936,1031.18967038728
gfp_frame_085_colonyID_224.ome.tif.csv,-582.710458293286,-582.710458512476,1165.42091680576
gfp_frame_085_colonyID_271.ome.tif.csv,-632.822408250815,-633.19277692785,1266.01518517866
gfp_frame_085_colonyID_292.ome.tif.csv,-538.109030528452,-538.109027364578,1076.21805789303
gfp_frame_085_colonyID_406.ome.tif.csv,-555.290091179038,-555.290092942516,1110.58018412155
gfp_frame_085_colonyID_470.ome.tif.csv,-587.135292852408,-587.135295361688,1174.2705882141
gfp_frame_085_colonyID_547.ome.tif.csv,-500.295272324158,-501.01142069494,1001.3066930191
gfp_frame_085_colonyID_571.ome.tif.csv,-547.631092813673,-548.98565627085,1096.61674908452
gfp_frame_085_colonyID_577.ome.tif.csv,-510.968683626739,-510.968685483891,1021.93736911063
