image_ID,CellProfiler,ImageJ,Java,MaZda,Python
gfp_frame_007_colonyID_064.ome.tif.csv,-125.548821701888,31.3873203632378,31.3870904877064,31.3873203632378,31.3870904877064
gfp_frame_018_colonyID_017.ome.tif.csv,-87.2016689400651,21.8001880747674,21.8006463952652,21.8001880747674,21.8006463952652
gfp_frame_018_colonyID_020.ome.tif.csv,-60.4837297708082,15.1206136030815,15.1210512823226,15.1210136030815,15.1210512823226
gfp_frame_018_colonyID_028.ome.tif.csv,-118.268156454181,29.5668143197779,29.5672639073123,29.5668143197779,29.5672639073123
gfp_frame_018_colonyID_031.ome.tif.csv,-102.273428606837,25.5682568690697,25.5684574343486,25.5682568690697,25.5684574343486
gfp_frame_018_colonyID_033.ome.tif.csv,-109.873944535963,27.4683366309908,27.4686356369907,27.4683366309908,27.4686356369907
gfp_frame_018_colonyID_039.ome.tif.csv,-137.947497678914,34.4866258492556,34.4871229902012,34.4866258492556,34.4871229902012
gfp_frame_018_colonyID_041.ome.tif.csv,-104.096591865617,26.024113365242,26.0241825675663,26.024113365242,26.0241825675663
gfp_frame_018_colonyID_044.ome.tif.csv,-112.021328984036,28.0053851433705,28.0052793486476,28.0053851433705,28.0052793486476
gfp_frame_018_colonyID_046.ome.tif.csv,-77.2891739050001,19.3224662636128,19.3222206888872,19.3222662636128,19.3222206888872
gfp_frame_018_colonyID_049.ome.tif.csv,-91.6265561231306,22.9065253255608,22.9067527360045,22.9065253255608,22.9067527360045
gfp_frame_018_colonyID_050.ome.tif.csv,-87.5322279423604,21.883002995364,21.8831109758162,21.883002995364,21.8831109758162
gfp_frame_018_colonyID_051.ome.tif.csv,-112.105791148369,28.0265014352527,28.0263941389315,28.0265014352527,28.0263941389315
gfp_frame_018_colonyID_055.ome.tif.csv,-104.479908581097,26.1199183954307,26.1200358951176,26.1199183954307,26.1200358951176
gfp_frame_018_colonyID_064.ome.tif.csv,-124.878585255473,31.2198555888724,31.2194370388639,31.2198555888724,31.2194370388639
